issue_id,district,block,citizen_role,urgency,reported_date,primary_domain,secondary_domain,description,data_version,language_style,latitude,longitude,geo_source,split
JH-26043-0107,Bokaro,Bermo,Villager / Citizen,High,22-08-2026,education,accessibility,"School management committee meetings not conducted for 2 years, funds unutilized",synthetic_seed_v1,short_complaint,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0108,Palamu,Patan,Villager / Citizen,Low,05-03-2026,education,,Smart classroom projector and screen lying broken after electrical power surge,synthetic_seed_v1,short_complaint,24.03,84.07,synthetic_district_centroid_for_demo,test
JH-26043-0109,Dumka,Shikaripara,Mukhiya / PRI Rep,Low,20-07-2026,education,,"No bridge across local canal, children unable to reach primary school during monsoons",synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0110,Hazaribagh,Katkamsandi,SHG Leader (Sakhi Mandal),Critical,04-08-2026,education,,Teacher absenteeism chronic in remote forest schools with no biometric attendance tracking,synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,train
JH-26043-0111,Palamu,Satbarwa,Local Youth Group,Low,25-02-2026,education,accessibility,Pre-matric scholarship portal crashing repeatedly before application deadline,synthetic_seed_v1,short_complaint,24.03,84.07,synthetic_district_centroid_for_demo,test
JH-26043-0112,Hazaribagh,Ichak,Villager / Citizen,Medium,06-04-2026,education,,Desk and bench shortage forcing 60 children to sit on damp concrete floor in winter,synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,train
JH-26043-0113,Dhanbad,Baghmara,Villager / Citizen,Critical,16-03-2026,education,,Hostel kitchen at tribal residential school operating in unsanitary unhygienic conditions,synthetic_seed_v1,short_complaint,23.7957,86.4304,synthetic_district_centroid_for_demo,validation
JH-26043-0114,West Singhbhum,Majhgaon,Villager / Citizen,Medium,23-05-2026,education,public_administration,Sports equipment sanctioned for school never delivered by district sports office,synthetic_seed_v1,short_complaint,22.557,85.581,synthetic_district_centroid_for_demo,validation
JH-26043-0115,West Singhbhum,Chaibasa,Mukhiya / PRI Rep,High,14-04-2026,education,accessibility,Lack of career counseling leading to students dropping out after matriculation exams,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,validation
JH-26043-0116,Hazaribagh,Barkagaon,Ward Member (ULB),Medium,02-02-2026,education,accessibility,Primary school situated right beside national highway with no safety speed breakers,synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,validation
JH-26043-0117,Dumka,Saraiyahat,Local Youth Group,High,04-08-2026,education,public_administration,Anganwadi center weighing scales and growth monitoring charts broken and unavailable,synthetic_seed_v1,short_complaint,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0118,Dumka,Jarmundi,Ward Member (ULB),Critical,06-03-2026,education,,Sanitary pad vending machines installed in girls high school broken and unstocked,synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,test
JH-26043-0119,Ranchi,Ratu,Ward Member (ULB),High,03-01-2026,education,accessibility,"Vocational training courses (plumbing, IT) promised for class 9-12 never introduced",synthetic_seed_v1,short_complaint,23.3441,85.3096,synthetic_district_centroid_for_demo,train
JH-26043-0120,Ranchi,Ormanjhi,Local Youth Group,Low,16-03-2026,education,,Fire extinguisher cylinders in middle school expired 4 years ago without inspection,synthetic_seed_v1,formal_or_detailed,23.3441,85.3096,synthetic_district_centroid_for_demo,test
JH-26043-0121,West Singhbhum,Majhgaon,Mukhiya / PRI Rep,Critical,05-01-2026,sanitation,,"Nallah overflowing near basti, kachra not lifted by Safai Karmi for 25 days, severe stink and dengue risk",synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0122,Bokaro,Gumia,Ward Member (ULB),High,28-02-2026,sanitation,healthcare,"Community toilet built under Swachh Bharat has no running pani or bijli, locked since inauguration",synthetic_seed_v1,hinglish_or_local_terms,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0123,Bokaro,Gumia,SHG Leader (Sakhi Mandal),High,27-07-2026,sanitation,water_management,Open dumping of solid waste near weekly haat creating hygiene hazard in panchayat area,synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0124,West Singhbhum,Chaibasa,Ward Member (ULB),High,04-06-2026,sanitation,,"Soak pits overflowing into unpaved village road, creating stagnant breeding grounds for mosquitoes",synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0125,Ranchi,Bero,SHG Leader (Sakhi Mandal),Critical,07-01-2026,sanitation,urban_infrastructure,Septic tank suction vehicle charging illegal exorbitant fee from rural households,synthetic_seed_v1,short_complaint,23.3441,85.3096,synthetic_district_centroid_for_demo,test
JH-26043-0126,West Singhbhum,Manoharpur,Villager / Citizen,Medium,18-05-2026,sanitation,healthcare,Public urinal in bus stand overflowing with human waste and emitting unbearable odor,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0127,Dumka,Jarmundi,SHG Leader (Sakhi Mandal),Low,21-01-2026,sanitation,healthcare,Garbage tipper trucks not visiting peripheral municipal wards for weeks at a stretch,synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0128,East Singhbhum,Golmuri,Local Youth Group,Low,03-07-2026,sanitation,healthcare,Hospital biomedical waste dumped openly behind municipality boundary wall,synthetic_seed_v1,short_complaint,22.8046,86.2029,synthetic_district_centroid_for_demo,train
JH-26043-0129,Dhanbad,Nirsa,Villager / Citizen,Medium,17-01-2026,sanitation,urban_infrastructure,"Sanitation workers operating without gloves, boots, masks, or health insurance coverage",synthetic_seed_v1,short_complaint,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0130,Dumka,Jarmundi,SHG Leader (Sakhi Mandal),Critical,15-04-2026,sanitation,healthcare,Plastics and thermocol waste burnt openly in roadside vacant plots causing toxic fumes,synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0131,Palamu,Panki,Local Youth Group,Medium,09-02-2026,sanitation,,Sewer pipeline choked and backing up into residential house bathrooms during rains,synthetic_seed_v1,formal_or_detailed,24.03,84.07,synthetic_district_centroid_for_demo,train
JH-26043-0132,Bokaro,Kasmar,Ward Member (ULB),Low,24-05-2026,sanitation,urban_infrastructure,Lack of drainage slope causing graywater stagnation in front of every courtyard,synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0133,West Singhbhum,Chakradharpur,SHG Leader (Sakhi Mandal),Critical,11-06-2026,sanitation,,Carcass of dead cattle lying on roadside for three days with no sanitary disposal service,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0134,West Singhbhum,Majhgaon,Mukhiya / PRI Rep,Medium,08-07-2026,sanitation,,Fecal sludge treatment plant constructed at district town not functioning due to power dispute,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0135,Ranchi,Ormanjhi,SHG Leader (Sakhi Mandal),Critical,22-07-2026,sanitation,healthcare,Meat and fish waste dumped directly into open drain by market vendors,synthetic_seed_v1,formal_or_detailed,23.3441,85.3096,synthetic_district_centroid_for_demo,train
JH-26043-0136,West Singhbhum,Chaibasa,Mukhiya / PRI Rep,High,28-02-2026,sanitation,,Individual household latrine subsidy payment pending for 14 months for 35 beneficiaries,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,validation
JH-26043-0137,Dhanbad,Topchanchi,SHG Leader (Sakhi Mandal),Low,14-03-2026,sanitation,healthcare,Drainage slab collapse created open death trap for pedestrian school children,synthetic_seed_v1,short_complaint,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0138,Dhanbad,Nirsa,Ward Member (ULB),High,21-07-2026,sanitation,water_management,Open defecation continuing near pond banks due to incomplete toilet construction under SBM,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0139,Bokaro,Kasmar,SHG Leader (Sakhi Mandal),High,01-02-2026,sanitation,water_management,"No community dustbins installed in marketplace, garbage littering entire shopping street",synthetic_seed_v1,short_complaint,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0140,Dhanbad,Baghmara,Ward Member (ULB),Medium,14-02-2026,sanitation,water_management,Industrial waste sludge being dumped secretly on agricultural land by chemical factory trucks,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0141,Dhanbad,Nirsa,Mukhiya / PRI Rep,High,02-01-2026,sanitation,urban_infrastructure,"Stormwater drains completely silted up with plastic bags, causing urban flash floods",synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,test
JH-26043-0142,Ranchi,Ormanjhi,Ward Member (ULB),High,05-07-2026,sanitation,healthcare,Public toilet fee collector demanding unauthorized fee from destitute persons,synthetic_seed_v1,short_complaint,23.3441,85.3096,synthetic_district_centroid_for_demo,train
JH-26043-0143,Palamu,Chhatarpur,Mukhiya / PRI Rep,Medium,03-03-2026,sanitation,,Liquid waste from dairy sheds flowing into common village walkway,synthetic_seed_v1,short_complaint,24.03,84.07,synthetic_district_centroid_for_demo,train
JH-26043-0144,Hazaribagh,Chauparan,Local Youth Group,Medium,15-04-2026,sanitation,urban_infrastructure,"Drain cleaning silt left piled on road pavement for weeks, washing back during rains",synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,train
JH-26043-0145,West Singhbhum,Majhgaon,Villager / Citizen,Critical,22-05-2026,sanitation,healthcare,Sanitary napkin disposal mechanism absent in women college hostels and public institutions,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0146,Dhanbad,Nirsa,Ward Member (ULB),High,23-07-2026,sanitation,urban_infrastructure,Dry toilet converted into manual scavenging without rehabilitation of sanitary worker,synthetic_seed_v1,short_complaint,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0147,West Singhbhum,Majhgaon,Mukhiya / PRI Rep,Critical,08-06-2026,sanitation,healthcare,"Municipality composting yard lying abandoned, waste rotting untreated in open heaps",synthetic_seed_v1,short_complaint,22.557,85.581,synthetic_district_centroid_for_demo,validation
JH-26043-0148,Palamu,Chhatarpur,Ward Member (ULB),High,01-05-2026,sanitation,,Pig farming near residential drinking wells creating severe parasitic disease risks,synthetic_seed_v1,short_complaint,24.03,84.07,synthetic_district_centroid_for_demo,validation
JH-26043-0149,Dumka,Shikaripara,Local Youth Group,Low,19-06-2026,sanitation,urban_infrastructure,Construction debris dumped in drainage channels blocking free runoff flow,synthetic_seed_v1,short_complaint,24.2676,87.2497,synthetic_district_centroid_for_demo,validation
JH-26043-0150,Hazaribagh,Katkamsandi,Ward Member (ULB),Medium,20-04-2026,sanitation,urban_infrastructure,E-waste scrap dealers burning wire insulation in open residential areas releasing dioxins,synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,test
JH-26043-0151,East Singhbhum,Ghatshila,Villager / Citizen,High,28-08-2026,energy,environment,"Basti transformer burnt 15 days ago, JBVNL JE not replacing it, 80 households in complete darkness",synthetic_seed_v1,formal_or_detailed,22.8046,86.2029,synthetic_district_centroid_for_demo,validation
JH-26043-0152,East Singhbhum,Ghatshila,Ward Member (ULB),High,06-07-2026,energy,agriculture,"Solar mini-grid installed under remote village scheme battery dead, no repair mechanic provided",synthetic_seed_v1,formal_or_detailed,22.8046,86.2029,synthetic_district_centroid_for_demo,train
JH-26043-0153,East Singhbhum,Patamda,Ward Member (ULB),High,09-03-2026,energy,,High voltage fluctuation damaging water pump motors and household appliances in bazaar area,synthetic_seed_v1,formal_or_detailed,22.8046,86.2029,synthetic_district_centroid_for_demo,test
JH-26043-0154,Dumka,Jama,Villager / Citizen,Critical,05-02-2026,energy,agriculture,Low-hanging high tension electricity wires touching tree branches near village school,synthetic_seed_v1,short_complaint,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0155,Palamu,Chhatarpur,Ward Member (ULB),Low,01-07-2026,energy,environment,Electricity bills arriving with exorbitant inflated charges for locked houses,synthetic_seed_v1,short_complaint,24.03,84.07,synthetic_district_centroid_for_demo,test
JH-26043-0156,Dhanbad,Nirsa,Ward Member (ULB),High,27-07-2026,energy,environment,"No street lights installed in women hostel lane, creating safety concerns at night",synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0157,Dhanbad,Baghmara,SHG Leader (Sakhi Mandal),Low,20-06-2026,energy,agriculture,Rooftop solar subsidy portal stuck in verification stage with state discom for 8 months,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0158,Dhanbad,Nirsa,Ward Member (ULB),Critical,05-02-2026,energy,urban_infrastructure,Unscheduled power cuts extending up to 14 hours daily during summer harvest season,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0159,Ranchi,Ormanjhi,SHG Leader (Sakhi Mandal),Low,08-02-2026,energy,agriculture,Damaged electricity pole tilted dangerously over main village road after storm,synthetic_seed_v1,short_complaint,23.3441,85.3096,synthetic_district_centroid_for_demo,train
JH-26043-0160,Palamu,Patan,Ward Member (ULB),Critical,14-03-2026,energy,urban_infrastructure,Biomass briquetting plant shut down due to lack of spare parts and skilled mechanics,synthetic_seed_v1,formal_or_detailed,24.03,84.07,synthetic_district_centroid_for_demo,train
JH-26043-0161,West Singhbhum,Jhinkpani,SHG Leader (Sakhi Mandal),High,23-01-2026,energy,environment,Agricultural feeder power supply given only at 2 AM making night field irrigation hazardous,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0162,Hazaribagh,Chauparan,SHG Leader (Sakhi Mandal),Medium,04-06-2026,energy,environment,"Distribution transformer oil leaking on ground, sparking observed during peak load hours",synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,train
JH-26043-0163,Bokaro,Chas,SHG Leader (Sakhi Mandal),High,04-04-2026,energy,,Remote tribal tola never connected under Saubhagya electrification scheme despite listing,synthetic_seed_v1,short_complaint,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0164,Dhanbad,Baghmara,Local Youth Group,Low,26-01-2026,energy,environment,Single-phase supply insufficient to run community tube well pumps and grain threshers,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,test
JH-26043-0165,Hazaribagh,Barkagaon,Local Youth Group,Medium,27-02-2026,energy,agriculture,Frequent neutral fault in transformer causing 400V surge and frying home electronics,synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,train
JH-26043-0166,Hazaribagh,Barkagaon,Ward Member (ULB),Medium,09-01-2026,energy,agriculture,Defective smart meters calculating double units during normal household usage,synthetic_seed_v1,short_complaint,23.9966,85.3691,synthetic_district_centroid_for_demo,train
JH-26043-0167,East Singhbhum,Patamda,Ward Member (ULB),Medium,22-02-2026,energy,urban_infrastructure,Solar street lights batteries stolen within 2 months of installation by panchayat,synthetic_seed_v1,formal_or_detailed,22.8046,86.2029,synthetic_district_centroid_for_demo,train
JH-26043-0168,East Singhbhum,Ghatshila,Ward Member (ULB),Medium,01-06-2026,energy,agriculture,Overloaded distribution transformer tripping every 20 minutes in busy market area,synthetic_seed_v1,short_complaint,22.8046,86.2029,synthetic_district_centroid_for_demo,train
JH-26043-0169,Dumka,Shikaripara,Mukhiya / PRI Rep,Critical,24-02-2026,energy,urban_infrastructure,No lineman available in 20 km radius to replace blown high tension line fuses,synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0170,West Singhbhum,Manoharpur,Ward Member (ULB),Low,03-08-2026,energy,agriculture,Illegal hook hooking (katiya connection) causing severe line voltage drops in colony,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0171,Ranchi,Bero,Ward Member (ULB),Critical,02-01-2026,energy,,"Underground electric cables damaged during gas pipeline trenching work, blacking out block",synthetic_seed_v1,formal_or_detailed,23.3441,85.3096,synthetic_district_centroid_for_demo,train
JH-26043-0172,Palamu,Patan,Villager / Citizen,Critical,19-07-2026,energy,urban_infrastructure,Wind turbine hybrid pilot project lying inoperative with sheared mechanical blades,synthetic_seed_v1,short_complaint,24.03,84.07,synthetic_district_centroid_for_demo,test
JH-26043-0173,Bokaro,Kasmar,Mukhiya / PRI Rep,Low,09-03-2026,energy,environment,Substation capacity inadequate to support sanctioned rural small scale agro-processing units,synthetic_seed_v1,short_complaint,23.6693,86.1511,synthetic_district_centroid_for_demo,validation
JH-26043-0174,Palamu,Chhatarpur,Local Youth Group,High,20-04-2026,energy,,Lack of capacitor banks in industrial auto cluster causing severe reactive power charges,synthetic_seed_v1,formal_or_detailed,24.03,84.07,synthetic_district_centroid_for_demo,validation
JH-26043-0175,Dhanbad,Jharia,Local Youth Group,Medium,15-07-2026,energy,agriculture,Electric vehicle charging stations sanctioned for town bus stand never installed,synthetic_seed_v1,short_complaint,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0176,Palamu,Satbarwa,SHG Leader (Sakhi Mandal),Critical,24-07-2026,energy,urban_infrastructure,"Bare copper conductors stolen from transmission line, leaving 3 hamlets without power",synthetic_seed_v1,formal_or_detailed,24.03,84.07,synthetic_district_centroid_for_demo,validation
JH-26043-0177,Bokaro,Gumia,Ward Member (ULB),High,05-06-2026,energy,,No safety earth wire provided on LT distribution lines running through village lanes,synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,validation
JH-26043-0178,Dhanbad,Jharia,Villager / Citizen,Low,04-07-2026,energy,environment,Discom junior engineer demanding bribe for issuing formal domestic meter connection,synthetic_seed_v1,short_complaint,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0179,East Singhbhum,Patamda,Villager / Citizen,High,14-02-2026,energy,environment,"Solar water heater at government residential hospital broken, no hot water in winter",synthetic_seed_v1,formal_or_detailed,22.8046,86.2029,synthetic_district_centroid_for_demo,train
JH-26043-0180,Palamu,Daltonganj,Ward Member (ULB),High,04-06-2026,energy,agriculture,Severe tree branch trimming neglected along 11kV line resulting in daily tripping,synthetic_seed_v1,formal_or_detailed,24.03,84.07,synthetic_district_centroid_for_demo,train
JH-26043-0181,East Singhbhum,Baharagora,Mukhiya / PRI Rep,Low,28-06-2026,environment,urban_infrastructure,Illegal sand mining (balu uthan) in river bed destroying groundwater table and village bank erosion,synthetic_seed_v1,hinglish_or_local_terms,22.8046,86.2029,synthetic_district_centroid_for_demo,test
JH-26043-0182,Dhanbad,Govindpur,Local Youth Group,Medium,28-07-2026,environment,water_management,Fly ash from sponge iron plant falling continuously on green paddy fields and residential houses,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0183,Dumka,Shikaripara,Mukhiya / PRI Rep,High,11-05-2026,environment,urban_infrastructure,Forest clearing near protected hill area without approval from Gram Sabha,synthetic_seed_v1,short_complaint,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0184,Ranchi,Namkum,Mukhiya / PRI Rep,Critical,05-02-2026,environment,water_management,"Air quality in coal transport corridor toxic, thick dust causing respiratory illnesses",synthetic_seed_v1,formal_or_detailed,23.3441,85.3096,synthetic_district_centroid_for_demo,train
JH-26043-0185,Dhanbad,Topchanchi,Mukhiya / PRI Rep,Critical,15-07-2026,environment,urban_infrastructure,Chemical effluent discharge from textile dye unit killing fish in village lake,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0186,East Singhbhum,Golmuri,Ward Member (ULB),High,02-02-2026,environment,energy,Illegal coal rat-hole mining causing underground subsidence and surface cracks in houses,synthetic_seed_v1,formal_or_detailed,22.8046,86.2029,synthetic_district_centroid_for_demo,validation
JH-26043-0187,East Singhbhum,Patamda,Villager / Citizen,Low,15-05-2026,environment,,"Plastic ban completely ignored in weekly haats, single-use bags littering water streams",synthetic_seed_v1,formal_or_detailed,22.8046,86.2029,synthetic_district_centroid_for_demo,validation
JH-26043-0188,West Singhbhum,Jhinkpani,SHG Leader (Sakhi Mandal),Critical,07-05-2026,environment,water_management,Severe soil erosion on denuded hill slopes triggering mudslides during heavy monsoons,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0189,Bokaro,Gumia,Villager / Citizen,High,04-08-2026,environment,urban_infrastructure,Thermal power station dumping fly ash slurry into open agricultural nullahs,synthetic_seed_v1,short_complaint,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0190,Ranchi,Namkum,SHG Leader (Sakhi Mandal),Low,07-01-2026,environment,urban_infrastructure,Stone quarry blasting causing structural cracks in homes and intolerable noise pollution,synthetic_seed_v1,formal_or_detailed,23.3441,85.3096,synthetic_district_centroid_for_demo,train
JH-26043-0191,Hazaribagh,Barkagaon,Ward Member (ULB),High,04-06-2026,environment,water_management,Forest fires raging unchecked in reserve forest ranges destroying wildlife biodiversity,synthetic_seed_v1,short_complaint,23.9966,85.3691,synthetic_district_centroid_for_demo,test
JH-26043-0192,West Singhbhum,Manoharpur,Mukhiya / PRI Rep,Medium,18-07-2026,environment,energy,Invasive weed (Lantana camara) taking over community grazing pastures and suppressing grass,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0193,Bokaro,Chas,SHG Leader (Sakhi Mandal),Low,01-07-2026,environment,,Groundwater depletion due to excessive bottling plant extraction in water-stressed watershed,synthetic_seed_v1,short_complaint,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0194,Dhanbad,Govindpur,Local Youth Group,Critical,23-07-2026,environment,,Solid municipal trash being set on fire at landfill site causing smog in town,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0195,Dumka,Shikaripara,SHG Leader (Sakhi Mandal),Low,06-06-2026,environment,,Excessive use of banned synthetic chemical pesticides destroying local honeybee populations,synthetic_seed_v1,short_complaint,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0196,Bokaro,Chas,SHG Leader (Sakhi Mandal),Low,14-04-2026,environment,,"River sand dunes removed completely, destroying natural breeding habitat of river turtles",synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0197,Dhanbad,Nirsa,Ward Member (ULB),High,11-04-2026,environment,energy,Heavy metal contamination found in well water samples near smelting industrial cluster,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0198,Dhanbad,Topchanchi,Villager / Citizen,Medium,12-06-2026,environment,energy,Encroachment on urban wetlands and water retention lakes for commercial real estate,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0199,Hazaribagh,Barhi,Mukhiya / PRI Rep,High,06-04-2026,environment,energy,Mica processing waste fine dust causing severe silicosis in local sorting worker communities,synthetic_seed_v1,formal_or_detailed,23.9966,85.3691,synthetic_district_centroid_for_demo,train
JH-26043-0200,Dhanbad,Baghmara,SHG Leader (Sakhi Mandal),Critical,18-03-2026,environment,urban_infrastructure,Unregulated vehicular emissions from overloaded heavy coal tipper trucks on bypass road,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,test
JH-26043-0201,Bokaro,Bermo,SHG Leader (Sakhi Mandal),Low,03-08-2026,environment,urban_infrastructure,Rampant felling of sacred grove (Jaher Than / Sarna Sthal) sal trees by timber timber mafia,synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0202,Dumka,Saraiyahat,Villager / Citizen,High,10-02-2026,environment,,Open pit coal mining leaving massive unfilled craters collecting stagnant acidic water,synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,train
JH-26043-0203,West Singhbhum,Chaibasa,Villager / Citizen,High,03-05-2026,environment,water_management,Noise pollution from heavy hydraulic machinery operating near wildlife sanctuary buffer zone,synthetic_seed_v1,formal_or_detailed,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0204,Palamu,Patan,Local Youth Group,Low,16-07-2026,environment,energy,Fertilizer run-off triggering severe eutrophication and toxic algal blooms in irrigation reservoir,synthetic_seed_v1,formal_or_detailed,24.03,84.07,synthetic_district_centroid_for_demo,train
JH-26043-0205,Bokaro,Kasmar,SHG Leader (Sakhi Mandal),Medium,15-01-2026,environment,water_management,Loss of local bird habitat due to reckless cutting of centuries-old banyan and peepal trees,synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,validation
JH-26043-0206,Bokaro,Chas,Local Youth Group,Medium,08-01-2026,environment,,Asbestos roof dismantling at old railway shed releasing airborne asbestos fibers near slums,synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,train
JH-26043-0207,West Singhbhum,Jhinkpani,Local Youth Group,Medium,12-06-2026,environment,urban_infrastructure,Rampant extraction of red earth from hillside destabilizing soil slope geometry,synthetic_seed_v1,short_complaint,22.557,85.581,synthetic_district_centroid_for_demo,train
JH-26043-0208,Palamu,Patan,Ward Member (ULB),Low,03-06-2026,environment,urban_infrastructure,Unscientific dumping of iron ore overburden rocks into pristine mountain stream tributaries,synthetic_seed_v1,formal_or_detailed,24.03,84.07,synthetic_district_centroid_for_demo,test
JH-26043-0209,Dhanbad,Topchanchi,SHG Leader (Sakhi Mandal),High,24-05-2026,environment,energy,Air particulate matter (PM2.5) levels exceeding 400 in industrial township with zero monitoring,synthetic_seed_v1,formal_or_detailed,23.7957,86.4304,synthetic_district_centroid_for_demo,train
JH-26043-0210,Bokaro,Chas,Local Youth Group,Medium,10-06-2026,environment,,Rooftop green cover loss in district headquarters creating intense urban heat island effects,synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,validation
JH-26043-0211,East Singhbhum,Patamda,Villager / Citizen,High,21-07-2026,urban_infrastructure,energy,"Approach bridge on local river washed away in rains, connecting road cutoff for 4 villages",synthetic_seed_v1,formal_or_detailed,22.8046,86.2029,synthetic_district_centroid_for_demo,train
JH-26043-0212,East Singhbhum,Patamda,Villager / Citizen,Critical,01-06-2026,urban_infrastructure,energy,Drainage slab broken on main bazaar road causing regular two-wheeler accidents,synthetic_seed_v1,short_complaint,22.8046,86.2029,synthetic_district_centroid_for_demo,test
JH-26043-0213,Dumka,Ranishwar,Mukhiya / PRI Rep,High,20-01-2026,urban_infrastructure,accessibility,Pucca road sanctioned 2 years ago left incomplete by contractor after laying stones,synthetic_seed_v1,formal_or_detailed,24.2676,87.2497,synthetic_district_centroid_for_demo,validation
JH-26043-0214,East Singhbhum,Potka,Villager / Citizen,High,17-02-2026,urban_infrastructure,sanitation,Massive potholes on main connector road between town and railway station damaging ambulances,synthetic_seed_v1,formal_or_detailed,22.8046,86.2029,synthetic_district_centroid_for_demo,train
JH-26043-0215,Bokaro,Kasmar,Mukhiya / PRI Rep,Critical,06-03-2026,urban_infrastructure,accessibility,No pedestrian footpaths along busy multi-lane highway leading to fatal pedestrian accidents,synthetic_seed_v1,formal_or_detailed,23.6693,86.1511,synthetic_district_centroid_for_demo,train
